id,英文名,中文名,英文地址,纬度,经度,英文城市,中文城市,google纬度,google经度,高德纬度,高德经度,距离,距离分类,选择的纬度,选择的经度,选择的经纬度,原始经纬度
545705,"Shenzhen Luohu Art Hotel, Dongmen Shopping Center",深圳东门步行街雅园风尚酒店,No.1001 Dongmen North Road,22.555151,114.12711,Shenzhen,深圳,114.1222101,22.55766973,114.1156006,22.55043152,0.576012673,1,114.1222101,22.55766973,"22.555151,114.12711","22.557669728308888,114.12221007237609"
545706,Beijing 161 Lama Temple Courtyard Hotel,北京161酒店雍和宫四合院店,"No.46 Bei Xin Qiao San Tiao, Dong Cheng District",39.943124,116.41963,Beijing,北京,116.4134414,39.94174706,116.4134714,39.94172808,0.548694755,1,116.4134714,39.94172808,"39.943124,116.41963","39.94172808157072,116.41347139472008"
545710,Goldmet Inn Taiyuan Dananmen Branch,金广快捷太原大南门店,"No.221,Yingze Avenue, Yingze District",37.859959,112.558933,Taiyuan,太原,112.5525874,37.85968581,112.5458785,37.83604177,0.55923436,1,112.5525874,37.85968581,"37.859959,112.558933","37.859685808937854,112.55258737143289"
545713,Goldmet Inn Jinzhong Yuci Ancient City Branch,金广快捷晋中榆次老城店,"No.81,Shuncheng Street,Yuci District",37.687607,112.7444,Jinzhong,晋中,,,112.7396215,37.68373152,0.602229135,1,112.7396215,37.68373152,"37.687607,112.7444","37.68373151872041,112.73962146464761"
545714,Leju Apartments Shenzhen Guomao Mix City branch,深圳国贸万象城68连锁酒店公寓,"City World Square, corner of Baoan South Road and Jiabing Road, Luohu District",22.538416,114.112581,Shenzhen,深圳,,,114.1083811,22.54039658,0.484517221,0.5,114.1083811,22.54039658,"22.538416,114.112581","22.540396578320166,114.10838106976138"
545775,Guilin Zizhou Panorama Resort,桂林訾洲四景度假酒店,"Inside the Zizhou Park, No.7 Chuanshan Road",25.266975,110.299044,Guilin,桂林,,,110.2942874,25.26989404,0.578036218,1,110.2942874,25.26989404,"25.266975,110.299044","25.269894036250882,110.29428742853655"
545787,Jintone Hotel Yulin Central Bus Station Branch,精通酒店玉林汽车总站店,"No.681, Jiaoyu Middle Road",22.628132,110.146068,Yulin,玉林,110.1417604,22.63097782,110.1416152,22.6309016,0.543508484,1,110.1417604,22.63097782,"22.628132,110.146068","22.630977821368766,110.14176044995978"
545802,Holiday Inn Shanghai Hongqiao,上海大华虹桥假日酒店,No. 3555 Qixin Rd Minhang Dist,31.164156,121.343018,Shanghai,上海,121.337243,31.16466648,121.3383576,31.16441656,0.445260584,0.5,121.3383576,31.16441656,"31.164156,121.343018","31.164416561093148,121.33835761038358"
545860,Green Tree Inn Taizhou the First Department Store Shopping Center Hotel,格林豪泰泰州第一百货购物中心快捷酒店,"No.118, East Dongjin Road,Hailing District",32.495865,119.918251,Taizhou (Jiangsu),泰州(江苏),119.9134067,32.4979708,119.9122465,32.49886745,0.511667988,1,119.9134067,32.4979708,"32.495865,119.918251","32.497970802398505,119.91340666977757"
545864,Longji Jinkeng Dazhai Hostel,桂林龙胜龙脊大寨旅馆,"No.1 Viewpoint Nearby,Jinkeng Terraces,Longsheng County",25.805273,110.150208,Guilin,桂林,,,110.1448919,25.80802933,0.614362995,1,110.1448919,25.80802933,"25.805273,110.150208","25.808029333600537,110.14489192543037"
545893,7Mu Garden Boutique Hotel,杭州七亩庭园精品酒店,"6, Jiusheng Xiang, 98, Desheng Road",30.299752,120.169065,Hangzhou,杭州,,,120.1646172,30.30268509,0.537383123,1,120.1646172,30.30268509,"30.299752,120.169065","30.302685094535192,120.16461720672378"
545925,Days Hotel and Suites Yangjiang,阳江海韵戴斯度假酒店,Hailing Island Natl Ocn Pk Rst,21.568216,111.841994,Yangjiang,阳江,,,111.8452021,21.57688305,1.015544606,5,111.8452021,21.57688305,"21.568216,111.841994","21.576883052184886,111.84520206362234"
545938,Lijiang The Secret Garden Guest House,丽江隐居精品客栈,"No.123, ZhongYi Alley,GuangYi Street,Ancient City District",26.869447,100.234085,Lijiang,丽江,,,100.2327067,26.87232773,0.347332651,0.5,100.2327067,26.87232773,"26.869447,100.234085","26.872327725544192,100.23270666316826"
545960,Lijiang Baisha There International Youth Hostel,丽江白沙那里国际青旅,"No.6 of No.2 District in Sanyuan Village, Baisha Old Town, Yulong Naxi Autonomous County",26.954805,100.215809,Lijiang,丽江,,,100.2161094,26.95674816,0.217363928,0.5,100.2161094,26.95674816,"26.954805,100.215809","26.956748160292975,100.21610940691235"
545988,Da Hao He Shan Zhu Ti Hotel,大好河山主题酒店三亚大东海店,"The 8th floor of Huipudeng hotel, No.139, Yuya Road, Da Dong Hai District",18.223652,109.528324,Sanya,三亚,109.5247411,18.22552789,109.5245376,18.22563939,0.432116536,0.5,109.5247411,18.22552789,"18.223652,109.528324","18.22552789430292,109.52474108320445"
546019,Jinjiang Inn Quanzhou Donghai Liming University,锦江之星泉州东海黎明大学酒店,No.13 The West Street of Donghai Tonggang,24.875943,118.635884,Quanzhou,泉州,,,118.6313184,24.87915321,0.58249072,1,118.6313184,24.87915321,"24.875943,118.635884","24.879153214858075,118.6313184179172"
546022,Xiamen Aqua Resort,厦门五缘水乡酒店,Wuyuanwan Wetland,24.519642,118.17733,Xiamen,厦门,,,118.1705444,24.51848412,0.699511564,1,118.1705444,24.51848412,"24.519642,118.17733","24.518484117518355,118.17054436007042"
546051,Xuancheng Palace Hotel,宣城皇宫酒店,Intersection of Shuiyangjiang Avenue and Chuangye Road,30.937329,118.730508,Xuancheng,宣城,,,118.7278719,30.94061674,0.443091088,0.5,118.7278719,30.94061674,"30.937329,118.730508","30.940616743045386,118.72787186513601"
546073,Greentree Inn Longcheng Square Shell Hotel,格林豪泰龙城广场地铁站贝壳酒店,No 50 Longhe Road,22.721981,114.256221,Shenzhen,深圳,114.2513899,22.72442772,114.2504847,22.72195162,0.565448556,1,114.2513899,22.72442772,"22.721981,114.256221","22.72442772379632,114.25138986389399"
546075,Bedforu Business Hotel,百福来商务酒店,"No 2, Baihuiwei 1 Road",22.722387,114.223318,Shenzhen,深圳,,,114.2183999,22.72460437,0.561747727,1,114.2183999,22.72460437,"22.722387,114.223318","22.72460437242305,114.21839989835814"
546083,Private Apartments - The New Pearl River Offshore Branch,广州私享家酒店公寓珠江新岸店,"No.28 Yuhan Road, Haizhu District",23.103457,113.314919,Guangzhou,广州,113.3095265,23.10618703,113.3093409,23.1061244,0.629749,1,113.3095265,23.10618703,"23.103457,113.314919","23.10618703057211,113.30952648039627"
546100,Master Lee Apartment Beihai,北海李师傅自助公寓 ,"No. 3, Beihai Yintan Avenue",21.405594,109.156703,Beihai,北海,109.1817549,21.43080988,109.1516739,21.40818659,0.595243179,1,109.1516739,21.40818659,"21.405594,109.156703","21.408186591566768,109.15167385180614"
546101,Jinjiang Inn Bengbu Railway Station First Jiefang Road,锦江之星蚌埠火车站解放一路酒店,"259, First Jiefang Road",32.946027,117.381307,Bengbu,蚌埠,117.3757878,32.94733541,117.375549,32.9473556,0.536112857,1,117.3757878,32.94733541,"32.946027,117.381307","32.94733540911205,117.3757877515465"
546102,Jinjiang Inn Jiaozuo Gymnasium,锦江之星焦作体育馆酒店,"1456, Shanyang Road",35.246898,113.262724,Jiaozuo,焦作,113.258182,35.24479273,113.2583678,35.24490851,0.45377212,0.5,113.2583678,35.24490851,"35.246898,113.262724","35.24490850635817,113.25836784752302"
546116,Jinjiang Inn Zichuan Tongqian Square,锦江之星淄博淄川通干广场酒店,"No.586, Zicheng Road.",36.645397,117.955927,Zibo,淄博,117.9498603,36.64518717,117.9505307,36.64541551,0.482557343,0.5,117.9505307,36.64541551,"36.645397,117.955927","36.645415507447964,117.95053072479436"
546161,Jinjiang Inn Shijiazhuang Yuhua East Road,锦江之星石家庄裕华东路酒店,"No. 106, Yuhua East Road, Changan District",38.034772,114.52791,Shijiazhuang,石家庄,114.520964,38.03483929,114.5220682,38.03380803,0.523900388,1,114.5220682,38.03380803,"38.034772,114.52791","38.033808028947035,114.52206823559737"
546172,DoubleTree by Hilton Hotel Wuhu,芜湖世茂希尔顿逸林酒店,"No.15 Changjiang Middle Road, Jinghu District",31.327944,118.362048,Wuhu,芜湖,118.3566371,31.32973186,118.3562466,31.32973244,0.551816347,1,118.3566371,31.32973186,"31.327944,118.362048","31.32973186346535,118.35663710383955"
546196,Jinjiang Inn Dalian Jinzhou Hengda Garden,锦江之星大连金州恒达花园酒店,"No.33A-2,Ninghai Residential District",39.111178,121.707019,Dalian,大连,,,121.7017414,39.11011498,0.471475881,0.5,121.7017414,39.11011498,"39.111178,121.707019","39.110114976628395,121.70174139683319"
546202,Jinjiang Inn Yantai Binhai Haiyun Road,锦江之星烟台滨海海韵路酒店,"No.9 ,Haiyun Road",37.520095,121.440126,Yantai,烟台,121.4354881,37.51969864,121.4355322,37.51964372,0.409174835,0.5,121.4355322,37.51964372,"37.520095,121.440126","37.51964372387801,121.43553223965984"
546206,Hilton Shenzhen Shekou Nanhai,深圳蛇口希尔顿南海酒店,"1177 Wanghai Rd, Shekou, Nanshan District",22.479378,113.915916,Shenzhen,深圳,,,113.911186,22.48242852,0.592495144,1,113.911186,22.48242852,"22.479378,113.915916","22.48242852047481,113.91118602375774"
546213,Hilton Wuhan Optics Valley,武汉光谷希尔顿酒店,"9 Chunhe Road, Huashan Eco City, East Lake High Tech Development Zone",30.551434,114.490685,Wuhan,武汉,,,114.4859912,30.55293889,0.480270444,0.5,114.4859912,30.55293889,"30.551434,114.490685","30.552938894069715,114.48599117179924"
546219,Hilton Foshan,佛山希尔顿酒店,"127 Lingnan North Avenue,Chancheng District",22.986614,113.124138,Foshan,佛山,113.1184464,22.98864401,113.1184285,22.98930151,0.625374723,1,113.1184464,22.98864401,"22.986614,113.124138","22.988644013841764,113.1184464086909"
546233,Greentree Inn Shanghai Baoshan Yanghang Shuichan Road Hotel,格林豪泰上海宝山杨行水产路商务酒店,No. 2399 Shuichan Road,31.366554,121.44474,Shanghai,上海,121.4409885,31.36884289,121.440775,31.36879151,0.437931614,0.5,121.4409885,31.36884289,"31.366554,121.44474","31.368842894170378,121.44098850878746"
546243,Home Inn Shanghai Quyang Business Centre Dabaishu Metro Station,如家快捷酒店上海曲阳商务中心大柏树地铁站店,No. 1106 North Zhongshan Road Number One,31.295347,121.49357,Shanghai,上海,121.4446054,31.25964424,121.4830237,31.29415182,1.012812647,5,121.4830237,31.29415182,"31.295347,121.49357","31.29415182431695,121.48302369424478"
546306,Jinjiang Inn Tianjin Changjiang Avenue,锦江之星天津长江道酒店,"No.33, Xiangyang Road, Huanghe Avenue, Nankai District",39.132394,117.133609,Tianjin,天津,,,117.1270553,39.13134961,0.57841019,1,117.1270553,39.13134961,"39.132394,117.133609","39.13134960847359,117.12705528137921"
546313,Wudangshan Yinjie Holiday Inn,武当山银街假日酒店,Dayin Street,32.504848,111.096926,Shiyan,十堰,,,111.0907702,32.50723318,0.636067314,1,111.0907702,32.50723318,"32.504848,111.096926","32.50723318434877,111.09077021879514"
546345,Grand Skylight International Hotel Wu Hai,乌海格兰云天国际酒店,"6, West Haibei Street, Haibowan District",39.689783,106.834132,Wuhai,乌海,106.8105669,39.68919197,106.8108862,39.68956229,1.994158889,5,106.8108862,39.68956229,"39.689783,106.834132","39.689562292831326,106.81088617568997"
546349,Fenghua Flourishing Hotel,丰华盛世酒店    ,"Xixiang qian jin 2 road,Baoan district",22.60785,113.864705,Shenzhen,深圳,,,113.8597321,22.61070665,0.601236906,1,113.8597321,22.61070665,"22.60785,113.864705","22.610706648647632,113.85973212776096"
546361,Baolong Homelike Hotel Xuhui Branch,宝隆居家上海徐汇店,No.177 Dong An Road,31.194922,121.453001,Shanghai,上海,,,121.4478067,31.19680008,0.537072331,1,121.4478067,31.19680008,"31.194922,121.453001","31.196800077892405,121.44780667308169"
546383,Qionghai Haoquan Boutique Hotel,琼海嘉积豪泉精品酒店,No. 148 Haohua West Road,19.2584,110.47465,Boao,博鳌,,,110.4638704,19.22902776,3.443222577,5,110.4638704,19.22902776,"19.2584,110.47465","19.229027764199696,110.4638704499134"
546456,Hangzhou Eastern Cloud Hotel,杭州东航云逸酒店,"No. 13, Jiuxi Road",30.187967,120.117106,Hangzhou,杭州,120.1132991,30.18983111,120.1102698,30.1907308,0.420846806,0.5,120.1132991,30.18983111,"30.187967,120.117106","30.18983111321056,120.11329907545752"
546486,Zhangjiajie Longquan Inn,张家界龙泉客栈,"Yangjiajie Tickets Office Nearby,Wulingyuan District",29.353054,110.396076,Zhangjiajie,张家界,,,110.3913301,29.35690565,0.62820201,1,110.3913301,29.35690565,"29.353054,110.396076","29.356905646212095,110.39133014608032"
546588,YangZhong Firth Jinling Grand Hotel,扬中菲尔斯金陵大酒店,"No.1888, Changjiang Road",32.222517,119.801007,Zhenjiang,镇江,,,119.7945583,32.22540124,0.686875735,1,119.7945583,32.22540124,"32.222517,119.801007","32.225401242478206,119.79455834248289"
546645,GreenTree Inn Shanghai Minhang Development Zone Subway Station Business Hotel,格林豪泰上海闵行开发区地铁站商务酒店,"Building 101, No, 1551 Jiangchuan Road",30.994427,121.372688,Shanghai,上海,121.3688819,30.99603033,121.3695999,30.99645727,0.371021301,0.5,121.3695999,30.99645727,"30.994427,121.372688","30.99645726619155,121.36959990934311"
546660,Jinjiang Inn Qingdao Henan Road Railway Station,锦江之星青岛河南路火车站酒店,"27, Henan Road",36.068971,120.316903,Qingdao,青岛,120.3118163,36.06859469,120.3118232,36.06878963,0.458053534,0.5,120.3118232,36.06878963,"36.068971,120.316903","36.06878963414426,120.3118232427709"
546678,Brawway Hotel,佰威大酒店,No.456 GuBei Rd.,31.209737,121.400578,Shanghai,上海,121.3959444,31.21135708,121.3957914,31.211541,0.476687218,0.5,121.3959444,31.21135708,"31.209737,121.400578","31.211357080870453,121.39594443700103"
546741,Jintone Hotel Yulin Yuchai Branch,精通酒店玉林玉柴店,"No.407-1,Miaoyuan Road, Yuzhou District",22.601467,110.155324,Yulin,玉林,110.1506009,22.60402318,110.1507713,22.60402548,0.547174727,1,110.1507713,22.60402548,"22.601467,110.155324","22.60402548019074,110.15077126942141"
546747,Huangshan Joymoon Hotel,黄山君迈酒店,"No.3 Xihai Road,Tunxi District,Huangshan CIty,China",29.719463,118.299829,Huangshan,黄山,,,118.2888043,29.71866449,1.070382181,5,118.2888043,29.71866449,"29.719463,118.299829","29.718664492033852,118.28880429937003"
546758,Vienna International Hotel Shanghai Hongqiao Hub Caoan Road Hop,维也纳国际酒店上海虹桥枢纽曹安公路店,No.2431 CanAn Rd. JiaDing Area,31.261054,121.339853,Shanghai,上海,,,121.3348408,31.26250319,0.503685722,1,121.3348408,31.26250319,"31.261054,121.339853","31.26250319162747,121.3348408418411"
546766,Fuzhou Modern Holiday Hotel Cangshan Wanda Branch,摩登假日连锁酒店福州苍山万达店,"No.C4 - 56, Soho C, Wanda Plaza",26.036977,119.275506,Fuzhou,福州,,,119.3074858,26.06635683,4.56474656,5,119.3074858,26.06635683,"26.036977,119.275506","26.06635682573381,119.30748583728813"
546773,The Ritz-Carlton Chengdu,成都富力丽思卡尔顿酒店,"No.269 Shuncheng Avenue,Qingyang District",30.664106,104.069581,Chengdu,成都,104.0672702,30.6658106,104.0675037,30.6662581,0.291132787,0.5,104.0672702,30.6658106,"30.664106,104.069581","30.665810596399105,104.06727016067333"
546784,Shenzhen Julongwan Hotel,深圳聚龙湾酒店,"No. 1, Shawan Riverside Road, South Bay Street",22.607187,114.164833,Shenzhen,深圳,,,114.1607165,22.60992498,0.520638198,1,114.1607165,22.60992498,"22.607187,114.164833","22.609924976997807,114.1607164837563"
546790,JI Hotel Hongqiao Airport Shanghai,全季上海虹桥机场酒店,No. 139 Hangzhong Road,31.168001,121.354861,Shanghai,上海,121.3498783,31.17014347,121.3497246,31.1701727,0.53110634,1,121.3498783,31.17014347,"31.168001,121.354861","31.170143465472457,121.3498783259307"
546793,Lijiang Spiritual Utopia Hotel ,印心石屋丽江七星客栈,"No 36,Wenlin Lane,Wuyi Street,Gucheng District",26.874725,100.243557,Lijiang,丽江,,,100.243231,26.87866675,0.437951188,0.5,100.243231,26.87866675,"26.874725,100.243557","26.878666748434984,100.24323101463312"
546801,Zhuhai Ten Villa Hostel,十号别墅青年旅舍,"10 Silver Sea Village, No.94 Shuiwan Road",22.224277,113.561069,Zhuhai,珠海,,,113.5545728,22.22597351,0.695597987,1,113.5545728,22.22597351,"22.224277,113.561069","22.22597350767783,113.55457277704879"
546805,Jintone Hotel Nanning Minzhu Branch,精通酒店南宁民主店,"No.16,Minzhu Road,Xingning District",22.821547,108.33087,Nanning,南宁,108.327141,22.8241718,108.3269863,22.82428505,0.480656945,0.5,108.327141,22.8241718,"22.821547,108.33087","22.82417179938155,108.32714098336118"
546866,Holiday Inn Express Beijing Yizhuang,北京亦庄智选假日酒店,"No 1 Building, No 10 Courtyard, Ronghua South Road, Economic Technology Development Zone, Yizhuang",39.788181,116.514694,Beijing,北京,,,116.5083146,39.78791723,0.547228932,1,116.5083146,39.78791723,"39.788181,116.514694","39.78791723321006,116.50831457274572"
546881,Jinjiang Inn Zhangjiakou Xuanhua Bus Station,锦江之星张家口宣化汽车站酒店,"No.50,Shengli Road,Xuanhua District",40.61174,115.08032,Zhangjiakou,张家口市,115.0736395,40.60958554,115.0736395,40.60958554,0.613894298,1,115.0736395,40.60958554,"40.61174,115.08032","40.60958554496817,115.07363953168351"
546883,Jinjiang Inn Jinzhou Yunfei Bridge,锦江之星锦州云飞桥酒店,"24-12, Area B, Baodi City, Lingnan Dongli, Taihe District",41.09719,121.147014,Jinzhou,锦州,,,121.1411777,41.09531588,0.53266871,1,121.1411777,41.09531588,"41.09719,121.147014","41.09531588025863,121.14117769633708"
546887,Jinjiang Inn Wu Si West Road Xinning,锦江之星西宁五四西路酒店,"No. 39, Wusi West Road, Chengxi District",36.638289,101.740619,Xining,西宁,101.7579167,36.6308024,101.738841,36.63836616,0.159239022,0.5,101.738841,36.63836616,"36.638289,101.740619","36.63836615789549,101.73884100645381"
546891,Jinjiang Inn Taian Longtan Road Tianwai Village,锦江之星泰安龙潭路天外村酒店,"No.49,Longtan Road,Taishan District",36.198427,117.112919,Taian,泰安,117.106439,36.19803949,117.1065691,36.19779963,0.575325897,1,117.1065691,36.19779963,"36.198427,117.112919","36.197799626448344,117.10656906227288"
546893,Jinjiang Inn Yancheng Zhaoshangchang,锦江之星盐城招商场酒店,"No.2, Huanghai East Road, Tinghu District",33.396572,120.141817,Yancheng,盐城,120.4520472,33.19635266,120.1366073,33.39797458,0.509024735,1,120.1366073,33.39797458,"33.396572,120.141817","33.39797457958545,120.13660727929852"
546914,Aohua International Apartment Hotel,奥华国际公寓酒店,No359 Nanhua Road.Qiaonan Street,22.925199,113.368184,Guangzhou,广州,,,113.3515143,22.92725654,1.725064977,5,113.3515143,22.92725654,"22.925199,113.368184","22.927256541465123,113.35151427756571"
546919,Wanda Hotel Realm Nanchang,南昌万达嘉华酒店,"No.1000 Fenghuang Mid. Avenue, Honggutan New District",28.67967,115.842569,Nanchang,南昌,,,115.8460793,28.69801639,2.062078399,5,115.8460793,28.69801639,"28.67967,115.842569","28.698016394782588,115.8460793035438"
546960,Guilin Muslim Hotel,桂林穆斯林饭店,"No.4 Tongquan Lane,Zhongshan Middle Road",25.269656,110.290465,Guilin,桂林,,,110.2858776,25.27251869,0.560429086,1,110.2858776,25.27251869,"25.269656,110.290465","25.272518692607576,110.28587759430997"
546980,Jintone Hotel Nanning Jinhu Branch,精通酒店南宁金湖店 ,"No.69, Jinhu Road.",22.822187,108.372423,Nanning,南宁,,,108.3683006,22.82474903,0.509492401,1,108.3683006,22.82474903,"22.822187,108.372423","22.82474903463575,108.36830063574055"
546984,Jiuzhaigou Fengqing Holiday Hotel,九寨沟风情假日酒店,"Huajiaodi,Pengfeng Village,Zhangzha Town",33.271217,103.9035,Jiuzhaigou,九寨沟,,,103.9013879,33.27362295,0.331551298,0.5,103.9013879,33.27362295,"33.271217,103.9035","33.27362294927233,103.90138785017041"
547029,Sanya Jing Run Pearl Hotel-Pearl Academy,三亚京润珍珠研究院酒店,"West Side of Entrance to the Phoenix Airport, Fenghuang town",18.30144,109.44024,Sanya,三亚,,,109.4359502,18.30310693,0.489624899,0.5,109.4359502,18.30310693,"18.30144,109.44024","18.303106932307564,109.4359501872873"
547032,Wow Hotel Leshan,乐山Wow酒店,"No.199, Changqing Road, Leshan",29.595838,103.72586,Leshan,乐山,,,103.7226037,29.59750872,0.365795174,0.5,103.7226037,29.59750872,"29.595838,103.72586","29.597508719042704,103.72260368629367"
547060,Tangent Hotel Xichang,西昌天季酒店,No.243-255 Shengli South Road,27.885605,102.255687,Xichang,西昌,,,102.2543891,27.88749157,0.245029417,0.5,102.2543891,27.88749157,"27.885605,102.255687","27.887491569759163,102.25438913516831"
547095,Jiuzhaigou Ruimin Hotel,九寨沟瑞闽商务酒店,"Jiulong Bridge, Huajiaodi, Pengfeng Village, Zhangzha Town",33.271927,103.903936,Jiuzhaigou,九寨沟,,,103.9013499,33.27383882,0.320952912,0.5,103.9013499,33.27383882,"33.271927,103.903936","33.27383881558615,103.90134985073293"
547144,Greentree Inn Yancheng Dongtai Honglan Road Pedestrian Street Express Hotel,格林豪泰盐城东台市红兰路步行街快捷酒店,No.88 Honglan Road,32.84626,120.314445,Yancheng,盐城,,,120.3095171,32.84797222,0.49887312,0.5,120.3095171,32.84797222,"32.84626,120.314445","32.84797222044082,120.30951709914413"
547158,Holiday Inn Express Chengdu West Gate,成都西门智选假日酒店,"No.88, 1St North Section",30.683416,104.046478,Chengdu,成都,104.0438764,30.68585362,104.0438944,30.6860435,0.367654845,0.5,104.0438764,30.68585362,"30.683416,104.046478","30.685853623518497,104.04387642859902"
547161,Holiday Inn Express Changbaishan,长白山万达智选假日,No.408 Baiyun Road,42.095444,127.506721,Baishan,白山,,,127.5001775,42.09254903,0.629639744,1,127.5001775,42.09254903,"42.095444,127.506721","42.09254902505518,127.50017748012206"
547189,Lijiang Zuixiangsi Inn,丽江束河软巢客栈,"33st,Songyun Village,Shuhe Ancient Town",26.925951,100.207423,Lijiang,丽江,,,100.1993475,26.9226419,0.881899724,1,100.1993475,26.9226419,"26.925951,100.207423","26.92264189848923,100.19934752412338"
547213,Xuan Lai Si Hotel,深圳轩莱斯酒店 ,"Long guan east road 62 Bailong tower,Longhua new district ,Baoan",22.664393,114.027601,Shenzhen,深圳,,,114.1087522,22.54662041,15.48261701,5+,114.1087522,22.54662041,"22.664393,114.027601","22.546620412920827,114.10875218781149"
547220,Shangyuan Business Hotel,广州上苑商务酒店,"No.18 Shi Lu Ji, Zhongshan Ba Road, Liwan District",23.120856,113.237506,Guangzhou,广州,,,113.2306267,23.12898319,1.143066465,5,113.2306267,23.12898319,"23.120856,113.237506","23.1289831924893,113.23062668187166"
547310,Myway Boutique Hostel in ZhuJiaJiao Ancient Town,MyWay朱家角水乡音乐客栈,NO 29-31 XiHu Street ZhuJiaJiao Ancient Town,31.114386,121.053951,Shanghai,上海,,,121.0488331,31.11012469,0.679380739,1,121.0488331,31.11012469,"31.114386,121.053951","31.11012468913762,121.04883314206808"
547326,Greentree Alliance Shenzhen Hua Nan cheng Xi Da Men Hotel,格林联盟深圳华南城西大门酒店,Shenzhen Longgang District Pinghu road no. 133,22.653185,114.126831,Shenzhen,深圳,,,114.1169936,22.67839597,2.969268128,5,114.1169936,22.67839597,"22.653185,114.126831","22.678395972386134,114.11699364356039"
547330,Dalian Youhao Hotel,大连友好宾馆,"No.103, Youhao Road,Zhongshan District",38.921339,121.639254,Dalian,大连,121.6342606,38.92055042,121.6339258,38.9241278,0.441800968,0.5,121.6342606,38.92055042,"38.921339,121.639254","38.92055042011783,121.63426060778474"
547346,Hotel Ibis Lanzhou Zhangye Road,宜必思兰州张掖路酒店,"No.246,Zhangye Road,Chengguan District",36.059493,103.821307,Lanzhou,兰州,,,103.8189567,36.06072022,0.251756496,0.5,103.8189567,36.06072022,"36.059493,103.821307","36.0607202224073,103.8189567008042"
547350,Zhangjiajie Tianzishan Inn,张家界天子山客栈,"Tickets Station, Tianzishan Town, Wulingyuan District",29.403997,110.451245,Zhangjiajie,张家界,,,110.4382028,29.41533862,1.783976169,5,110.4382028,29.41533862,"29.403997,110.451245","29.41533862166221,110.43820277989546"
548062,Beijing Dongfang Hotel,北京东方宾馆,#48 Che Zhan Road,39.901802,116.663414,Beijing,北京,,,116.5854967,40.00919225,13.65682102,5+,116.5854967,40.00919225,"39.901802,116.663414","40.00919224689794,116.5854966550076"
547418,26 Life Hostel Kunming,26Life•族迹云南民族创意客栈-别墅店,"No. 603, Fuzeyuan Villa, No. 1143, Guannan Avenue, Guan Du District",24.995616,102.722518,Kunming,昆明,102.7205687,24.99859568,102.7209611,24.99890524,0.384275597,0.5,102.7205687,24.99859568,"24.995616,102.722518","24.99859567855518,102.72056873779327"
547419,Scholars Hotel Suzhou Yueliangwan,苏州月亮湾书香世家酒店,"No.398,Ruoshui Road,Gaojiao District,Dushu Lake",31.255399,120.73263,Suzhou,苏州,120.7272273,31.25819506,120.7278538,31.25824961,0.553935525,1,120.7278538,31.25824961,"31.255399,120.73263","31.258249609213443,120.72785380424682"
547425,Suzhou Cosy Hotel,苏州可馨酒店,"NO.2888, Xiangcheng Avenue",31.403333,120.631785,Suzhou,苏州,,,120.6276996,31.40499255,0.429885566,0.5,120.6276996,31.40499255,"31.403333,120.631785","31.40499254894969,120.62769963003316"
547435,Kunshan Jin Xi Lake Hotel,昆山锦溪湖大酒店,"666, Huanhu North Road, Jinxi County",31.170292,120.915939,Suzhou,苏州,,,120.9116001,31.17287762,0.503272165,1,120.9116001,31.17287762,"31.170292,120.915939","31.172877617515663,120.91160005390482"
547443,Jinjiang Inn Zaozhuang Tengzhou Shanguo North Road City Government,锦江之星枣庄滕州善国北路市政府酒店,"No.1008,Shanguo North Road,Tengzhou",35.120409,117.161581,Zaozhuang,枣庄,,,117.1551004,35.10911524,1.385251866,5,117.1551004,35.10911524,"35.120409,117.161581","35.109115243059314,117.15510036693183"
547462,Jinjiang Inn Yantai Development Zone Changjiang Road Tianshan Road,锦江之星烟台开发区长江路天山路酒店,"No.69,Changjiang Road,Development Zone",37.563992,121.237577,Yantai,烟台,,,121.2315262,37.56353374,0.537004714,1,121.2315262,37.56353374,"37.563992,121.237577","37.56353374222377,121.23152618802025"
547476,Nanning Jintone Hotel Dongge Branch,南宁精通酒店东葛分店,"100, Dongge Road, Qingxiu District",22.83045,108.362516,Nanning,南宁,108.3552804,22.83229497,108.3559104,22.83218605,0.704786845,1,108.3559104,22.83218605,"22.83045,108.362516","22.832186045761947,108.35591042876068"
547497,Greentree Inn Daqing Yuanwang Xihu Street Express Hotel,格林豪泰大庆远望西湖街快捷酒店,"No. 5, Xihu Street",46.612972,124.87748,Daqing,大庆,124.8710264,46.61118777,124.8711625,46.61126588,0.519787168,1,124.8711625,46.61126588,"46.612972,124.87748","46.611265880779584,124.8711624864125"
547544,Drunk Great Wall Hostal,将进酒客栈,"No 95, Zhuangdaokou Village, Jiuduhe Town",40.411564,116.337335,Beijing,北京,,,116.3245896,40.4100228,1.095281955,5,116.3245896,40.4100228,"40.411564,116.337335","40.41002279717553,116.32458960337497"
547552,Shengshi Jinjiang International Hotel,吴江盛世锦江国际大酒店,"No.88 Shengze Rd, Shengze Town",30.90425,120.649581,Suzhou,苏州,120.645518,30.90604573,120.6458803,30.90643188,0.428572773,0.5,120.6458803,30.90643188,"30.90425,120.649581","30.90643187793939,120.6458803298924"
